"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0016876"	"ligase activity, forming aminoacyl-tRNA and related compounds"	"MF"	"CaO19.5746 | GLN4 | THS1"	"0.0014088"	"0.011636"	"3 / 6"	"3 / 295"
"GO:0042277"	"peptide binding"	"MF"	"CYP1 | HSP70 | SSA2"	"0.0014088"	"0.011636"	"3 / 6"	"3 / 295"
"GO:0002161"	"aminoacyl-tRNA editing activity"	"MF"	"orf19.6701 | ILS1 | VAS1"	"0.0014088"	"0.011636"	"3 / 6"	"3 / 295"
"GO:0008941"	"nitric oxide dioxygenase activity"	"MF"	"MCR1 | YHB1"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0004739"	"pyruvate dehydrogenase (acetyl-transferring) activity"	"MF"	"PDA1 | PDB1"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0016208"	"AMP binding"	"MF"	"ACS1 | ACS2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0004805"	"trehalose-phosphatase activity"	"MF"	"TPS1 | TPS2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0004475"	"mannose-1-phosphate guanylyltransferase activity"	"MF"	"SRB1 | PSA2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0016624"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"	"MF"	"KGD1 | PDA1"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0016149"	"translation release factor activity, codon specific"	"MF"	"ERF1 | MRF1"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0004372"	"glycine hydroxymethyltransferase activity"	"MF"	"SHM1 | SHM2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0003987"	"acetate-CoA ligase activity"	"MF"	"ACS1 | ACS2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0004312"	"fatty acid synthase activity"	"MF"	"FAS1 | FAS2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0004645"	"phosphorylase activity"	"MF"	"GPH1 | MEU1"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0003872"	"6-phosphofructokinase activity"	"MF"	"PFK1 | PFK2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0051287"	"NAD binding"	"MF"	"GPD1 | IDH1 | IDH2 | IDP2 | SER33 | TDH3"	"0.0020557"	"0.012694"	"6 / 32"	"6 / 295"
"GO:0016829"	"lyase activity"	"MF"	"ACO1 | ARO1 | ENO1 | FBA1 | GAD1 | PDC11"	"0.0020557"	"0.012694"	"6 / 32"	"6 / 295"
"GO:0046961"	"proton-transporting ATPase activity, rotational mechanism"	"MF"	"ATP1 | TFP1 | VMA4"	"0.0023877"	"0.014575"	"3 / 7"	"3 / 295"
"GO:0004826"	"phenylalanine-tRNA ligase activity"	"MF"	"FRS1 | FRS2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0019205"	"nucleobase-containing compound kinase activity"	"MF"	"ADK1 | URA6"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0016776"	"phosphotransferase activity, phosphate group as acceptor"	"MF"	"ADK1 | URA6"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0016615"	"malate dehydrogenase activity"	"MF"	"CaO19.7481 | MDH1-1"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0030060"	"L-malate dehydrogenase activity"	"MF"	"CaO19.7481 | MDH1-1"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0016301"	"kinase activity"	"MF"	"ADK1 | ARO1 | CDC19 | HXK2 | PFK1 | PFK2 | PGK1 | URA6 | YNK1"	"0.0073751"	"0.035935"	"9 / 81"	"9 / 295"
"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"MF"	"ATP1 | ATP2 | ATP6"	"0.0074389"	"0.035935"	"3 / 10"	"3 / 295"
"GO:0000049"	"tRNA binding"	"MF"	"CaO19.5746 | ARC1 | FRS2"	"0.0099086"	"0.046245"	"3 / 11"	"3 / 295"
